Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontage_na,MasVnrArea_na,GarageYrBlt_na
480,0.058823529,0.25,0.321096624,0.296867082,1,1.0,0.0,0.0,1,0.0,0.0,0.227272727,0.4,1,0.75,0.6,0.333333333,0.75,0.514705882,0.131147541,1.0,0,0.4,0.4,0.333333333,0.271875,0.333333333,1.0,0.25,0.25,0.75,0.25,0.166666667,0.029766123,0.666666667,0.0,0.343241988,0.148445172,1.0,0.5,1,1.0,0.461581399,0.0,0.0,0.431475046,0.0,0.0,0.333333333,0.0,0.25,0.333333333,0.333333333,0.416666667,1.0,0.0,0.2,0.4,0.112149533,0.333333333,0.5,0.473906911,0.666666667,1.0,1.0,0.0,0.131627057,0.0,0.0,0.0,0.0,0,0.5,1.0,0.0,0.181818182,0.25,0.666666667,0.0,11.40166983,0,0,0
1245,0.294117647,0.75,0.388581117,0.425550785,1,1.0,0.333333333,1.0,1,0.5,0.5,0.727272727,0.4,1,0.75,1.0,0.444444444,0.75,0.566176471,0.93442623,0.0,0,0.8,0.4,0.0,0.0,0.333333333,1.0,1.0,0.75,0.75,0.25,0.833333333,0.0,0.666666667,0.0,0.367858802,0.129623568,1.0,0.25,1,1.0,0.326747077,0.387286325,0.0,0.535347625,0.0,0.0,0.333333333,0.0,0.375,0.333333333,0.666666667,0.416666667,1.0,0.666666667,0.8,0.4,0.700934579,0.333333333,0.5,0.282087447,0.666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.454545455,0.0,0.666666667,0.75,12.34583459,1,0,0
614,0.0,0.75,0.445638443,0.365228968,1,1.0,0.0,0.333333333,1,0.0,0.0,0.409090909,0.2,1,0.75,0.6,0.444444444,0.5,0.0,0.016393443,0.0,0,1.0,1.0,0.0,0.0,0.333333333,1.0,1.0,0.75,0.75,0.25,0.666666667,0.036498937,0.666666667,0.0,0.42452392,0.183306056,1.0,1.0,1,1.0,0.457882776,0.0,0.0,0.428017663,0.0,0.0,0.333333333,0.0,0.375,0.333333333,0.333333333,0.333333333,1.0,0.0,0.2,0.0,0.018691589,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.054844607,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,1.0,0.25,1.0,1.0,11.89818787,0,0,1
1125,0.352941176,0.75,0.388581117,0.381385057,1,1.0,0.333333333,0.333333333,1,0.0,0.0,0.590909091,0.4,1,0.75,0.8,0.333333333,0.5,0.110294118,0.262295082,0.0,0,0.6,0.6,0.666666667,0.10625,0.333333333,1.0,1.0,0.75,0.75,0.25,0.833333333,0.0,0.666666667,0.0,0.178355783,0.062847791,1.0,0.75,1,1.0,0.336184807,0.357905983,0.0,0.527090325,0.0,0.0,0.666666667,0.5,0.375,0.333333333,0.666666667,0.416666667,1.0,0.333333333,0.6,0.8,0.140186916,1.0,0.5,0.276445698,0.666666667,1.0,1.0,0.116686114,0.045703839,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.545454545,0.25,0.666666667,0.75,12.00701176,1,0,0
224,0.0,0.75,0.445638443,0.408855408,1,1.0,0.0,0.333333333,1,0.25,0.0,0.363636364,0.4,1,0.75,0.6,0.333333333,0.625,0.279411765,0.639344262,0.0,0,0.6,0.6,0.0,0.0,0.333333333,1.0,0.5,0.5,0.75,0.25,0.666666667,0.092841956,0.333333333,0.122116689,0.074314909,0.141407529,1.0,0.75,1,1.0,0.359675084,0.0,0.0,0.336215505,0.0,0.0,0.333333333,0.0,0.25,0.333333333,0.333333333,0.166666667,1.0,0.0,0.2,0.4,0.186915888,0.333333333,0.5,0.406205924,0.666666667,1.0,1.0,0.252042007,0.0,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.181818182,0.75,0.666666667,0.25,11.48246626,0,0,0
1234,0.0,0.75,0.388581117,0.437582119,1,1.0,0.333333333,0.333333333,1,0.0,0.0,0.363636364,0.4,1,0.75,0.6,0.444444444,0.5,0.375,0.852459016,1.0,0,0.7,0.7,0.666666667,0.1125,0.333333333,1.0,0.5,0.5,0.75,0.25,0.166666667,0.177179305,0.666666667,0.0,0.087320019,0.194435352,1.0,0.25,1,1.0,0.480188597,0.0,0.0,0.448868601,0.333333333,0.0,0.333333333,0.0,0.375,0.333333333,0.333333333,0.333333333,1.0,0.0,0.2,0.8,0.476635514,0.666666667,0.5,0.374471086,0.666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,1.0,0.0,0.363636364,1.0,0.0,0.25,11.86358234,1,0,0
990,0.235294118,1.0,0.418208121,0.358667735,1,1.0,0.0,0.333333333,1,0.0,0.0,0.818181818,0.4,1,0.75,1.0,0.333333333,0.5,0.0,0.016393443,0.0,0,1.0,1.0,0.0,0.0,0.666666667,1.0,1.0,0.75,1.0,0.25,0.833333333,0.0,0.666666667,0.0,0.357640502,0.126022913,1.0,1.0,1,1.0,0.319997768,0.426282051,0.0,0.54884507,0.0,0.0,0.666666667,0.5,0.375,0.333333333,0.666666667,0.333333333,1.0,0.0,0.2,0.8,0.0,0.666666667,0.5,0.433004231,0.666666667,1.0,1.0,0.0,0.091407678,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.636363636,0.0,1.0,1.0,12.19095901,0,0,0
714,1.0,0.75,0.388581117,0.396804806,1,1.0,0.0,0.333333333,1,0.0,0.0,0.181818182,0.6,1,0.0,0.6,0.333333333,0.5,0.264705882,0.606557377,0.0,0,0.6,0.6,0.666666667,0.1,0.333333333,1.0,0.5,0.5,0.75,0.75,0.666666667,0.139794472,0.666666667,0.0,0.079424059,0.157119476,0.5,0.5,0,1.0,0.399547017,0.0,0.0,0.373486817,0.333333333,0.0,0.333333333,0.0,0.375,0.333333333,0.333333333,0.333333333,1.0,0.0,0.2,0.4,0.336448598,0.333333333,0.5,0.406205924,0.666666667,1.0,1.0,0.0,0.526508227,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.363636364,0.0,0.666666667,0.75,11.76756768,0,0,0
1003,0.0,0.75,0.471175462,0.43428722,1,1.0,0.333333333,0.333333333,1,0.0,0.0,0.818181818,0.6,1,0.75,0.6,0.444444444,0.5,0.014705882,0.049180328,0.0,0,1.0,1.0,0.666666667,0.033125,0.666666667,1.0,1.0,0.75,0.75,0.25,1.0,0.004252303,0.666666667,0.0,0.719925685,0.257610475,1.0,1.0,1,1.0,0.586660416,0.0,0.0,0.548395863,0.0,0.0,0.666666667,0.0,0.375,0.333333333,0.666666667,0.416666667,1.0,0.333333333,0.8,0.8,0.018691589,0.666666667,0.75,0.581100141,0.666666667,1.0,1.0,0.168028005,0.190127971,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.545454545,0.5,0.666666667,0.75,12.35449265,0,0,0
109,0.176470588,0.25,0.517503342,0.367498581,1,1.0,0.0,0.333333333,1,0.5,0.0,0.0,0.0,1,0.75,0.2,0.444444444,0.75,0.647058824,0.049180328,0.0,0,0.9,0.9,0.0,0.0,0.333333333,1.0,0.5,0.5,0.75,0.25,0.833333333,0.0,0.666666667,0.0,0.36832327,0.129787234,0.5,0.5,0,0.333333333,0.413858415,0.277777778,0.0,0.535347625,0.0,0.0,0.666666667,0.0,0.375,0.333333333,0.0,0.416666667,1.0,0.0,0.2,0.0,0.018691589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260869565,0.0,0.0,0.0,0,0.75,1.0,0.0,0.636363636,0.25,0.666666667,0.75,11.65268741,0,0,1
744,0.352941176,0.75,0.445638443,0.448931676,1,1.0,0.333333333,0.333333333,1,0.0,0.0,0.272727273,0.4,1,0.75,0.8,0.444444444,0.625,0.338235294,0.180327869,0.0,0,0.6,0.6,0.0,0.0,0.333333333,1.0,0.5,0.75,0.75,0.75,0.666666667,0.078667612,0.666666667,0.0,0.035299582,0.085106383,1.0,1.0,1,1.0,0.559243777,0.0,0.0,0.522767457,0.0,0.5,0.666666667,0.0,0.375,0.333333333,0.333333333,0.333333333,0.25,0.333333333,0.6,0.8,0.112149533,0.666666667,0.5,0.338504937,0.666666667,1.0,1.0,0.352392065,0.0,0.0,0.0,0.208333333,0.0,0,0.75,1.0,0.0,0.818181818,0.75,0.666666667,0.75,12.07254125,0,0,0
518,0.235294118,0.75,0.490407837,0.403335491,1,1.0,0.333333333,0.333333333,1,0.0,0.0,1.0,0.4,1,0.75,1.0,0.333333333,0.5,0.095588235,0.213114754,0.0,0,1.0,1.0,0.666666667,0.575625,0.666666667,1.0,1.0,0.75,0.75,0.25,0.833333333,0.0,0.666666667,0.0,0.587087784,0.206873977,1.0,1.0,1,1.0,0.507527514,0.569978632,0.0,0.689272922,0.0,0.0,0.666666667,0.5,0.375,0.333333333,0.666666667,0.416666667,1.0,0.333333333,0.6,0.8,0.121495327,0.666666667,0.75,0.626939351,0.666666667,1.0,1.0,0.256709452,0.0,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.545454545,0.75,0.666666667,0.75,12.4874851,0,0,0
334,0.588235294,0.25,0.382360131,0.360418327,1,1.0,0.0,0.333333333,1,0.75,0.0,0.954545455,0.4,1,1.0,0.6,0.333333333,0.5,0.029411765,0.081967213,0.0,0,1.0,1.0,1.0,0.09125,0.666666667,1.0,1.0,0.75,0.75,0.75,1.0,0.1275691,0.666666667,0.0,0.296330701,0.222258592,1.0,1.0,1,1.0,0.530800958,0.0,0.0,0.496179803,0.333333333,0.0,0.666666667,0.0,0.25,0.333333333,0.666666667,0.333333333,1.0,0.333333333,0.8,0.8,0.037383178,0.666666667,0.5,0.341325811,0.666666667,1.0,1.0,0.22403734,0.054844607,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.545454545,0.5,0.666666667,0.75,12.24047407,0,0,0
1109,0.235294118,0.75,0.388581117,0.357168535,1,1.0,0.0,0.333333333,1,0.0,0.0,0.590909091,0.4,1,0.75,1.0,0.555555556,0.5,0.051470588,0.131147541,0.0,0,1.0,1.0,0.0,0.0,0.333333333,1.0,1.0,0.75,0.75,0.25,0.833333333,0.0,0.666666667,0.0,0.429168602,0.151227496,1.0,1.0,1,1.0,0.394786786,0.396367521,0.0,0.573550472,0.0,0.0,0.666666667,0.5,0.375,0.333333333,0.333333333,0.416666667,1.0,0.333333333,0.6,0.8,0.065420561,0.666666667,0.5,0.32651622,0.666666667,1.0,1.0,0.116686114,0.087751371,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.909090909,0.25,0.666666667,0.25,12.10625231,1,0,0
261,0.352941176,0.75,0.645142585,0.527953748,1,1.0,0.0,0.333333333,1,0.5,0.0,0.363636364,0.0,1,0.75,0.8,0.555555556,0.5,0.345588235,0.786885246,0.0,0,0.1,0.1,0.666666667,0.249375,0.333333333,1.0,0.5,0.5,0.75,1.0,0.166666667,0.119064493,1.0,0.468113976,0.0,0.222913257,1.0,0.5,1,1.0,0.537430617,0.0,0.0,0.502377047,0.333333333,0.0,0.333333333,0.0,0.375,0.333333333,0.333333333,0.333333333,1.0,0.333333333,0.6,0.8,0.168224299,0.333333333,0.5,0.623413258,0.666666667,1.0,1.0,0.0,0.0,0.456521739,0.0,0.0,0.0,0,0.0,1.0,0.0,0.363636364,0.75,0.666666667,0.75,12.07823927,0,0,0
796,0.235294118,0.75,0.445638443,0.365182374,1,1.0,0.0,0.333333333,1,0.0,0.0,0.454545455,0.4,1,0.75,1.0,0.555555556,0.625,0.220588235,0.491803279,0.0,0,0.6,0.6,0.666666667,0.08125,0.333333333,1.0,0.5,0.75,0.75,0.25,0.833333333,0.0,0.666666667,0.0,0.30190432,0.106382979,1.0,0.5,1,1.0,0.37004377,0.361111111,0.0,0.546141233,0.0,0.0,0.666666667,0.5,0.375,0.333333333,0.333333333,0.416666667,1.0,0.333333333,0.6,0.8,0.280373832,0.333333333,0.5,0.335684062,0.666666667,1.0,1.0,0.0,0.091407678,0.0,0.0,0.425,0.0,0,0.5,1.0,0.0,0.272727273,1.0,0.666666667,0.75,12.04941884,0,0,0
1043,0.588235294,0.75,0.178347529,0.278018251,1,1.0,0.333333333,0.333333333,1,0.0,0.0,0.954545455,0.4,1,0.5,0.6,0.555555556,0.5,0.029411765,0.081967213,0.0,0,1.0,1.0,1.0,0.084375,0.666666667,1.0,1.0,0.75,0.75,0.75,0.666666667,0.159461375,0.666666667,0.0,0.188574083,0.213747954,1.0,1.0,1,1.0,0.516025407,0.0,0.0,0.482367978,0.333333333,0.0,0.666666667,0.0,0.125,0.333333333,0.666666667,0.25,1.0,0.333333333,0.8,0.8,0.037383178,0.666666667,0.5,0.440056417,0.666666667,1.0,1.0,0.198366394,0.115173675,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.636363636,0.75,0.666666667,0.75,12.18586994,0,0,0
696,0.0,0.75,0.34958298,0.462499562,1,1.0,0.333333333,0.333333333,1,0.0,0.0,0.863636364,0.4,1,0.75,0.6,0.555555556,0.625,0.139705882,0.327868852,0.0,0,0.6,0.6,0.666666667,0.045,0.333333333,1.0,0.5,0.75,1.0,0.25,1.0,0.173635719,0.333333333,0.027137042,0.042731073,0.181996727,1.0,0.75,1,1.0,0.463583696,0.0,0.0,0.433346744,0.333333333,0.0,0.666666667,0.0,0.25,0.333333333,0.666666667,0.25,1.0,0.333333333,0.6,0.8,0.177570093,0.333333333,0.5,0.388575458,0.666666667,1.0,1.0,0.145857643,0.0,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.545454545,0.0,0.666666667,0.75,12.07823927,0,0,0
423,0.0,0.75,0.577658092,0.551384217,1,1.0,0.0,1.0,1,0.0,0.5,0.409090909,0.0,1,0.75,0.6,0.444444444,0.5,0.397058824,0.901639344,1.0,0,0.6,0.6,0.0,0.0,0.333333333,1.0,0.5,0.5,0.75,0.25,0.833333333,0.0,0.666666667,0.0,0.458894566,0.161702128,1.0,1.0,1,0.666666667,0.410426754,0.0,0.0,0.38365693,0.0,0.0,0.333333333,0.0,0.25,0.333333333,0.333333333,0.166666667,1.0,0.0,0.2,0.8,0.504672897,0.666666667,0.5,0.366713681,0.666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.090909091,0.5,0.666666667,0.75,11.6351431,0,0,0
575,0.352941176,0.75,0.445638443,0.408855408,1,1.0,0.0,0.333333333,1,0.25,0.0,0.363636364,0.4,1,0.75,0.8,0.444444444,0.75,0.264705882,0.049180328,0.5,0,0.3,0.5,0.666666667,0.05125,0.333333333,1.0,0.5,0.5,0.75,0.75,0.666666667,0.061835578,0.666666667,0.0,0.010682768,0.060883797,1.0,0.5,1,1.0,0.206233563,0.284722222,0.0,0.424526156,0.0,0.5,0.333333333,0.0,0.375,0.333333333,0.333333333,0.25,1.0,0.0,0.2,1.0,0.336448598,0.333333333,0.25,0.203102962,0.666666667,1.0,1.0,0.04084014,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.25,0.666666667,0.75,11.84222921,0,0,0
1103,0.0,0.75,0.445638443,0.329498907,1,1.0,0.0,0.333333333,1,0.0,0.0,0.363636364,0.4,1,0.75,0.6,0.444444444,0.75,0.345588235,0.098360656,0.0,0,0.1,0.1,0.666666667,0.028125,0.333333333,1.0,0.5,0.5,0.75,0.25,0.166666667,0.104181432,0.666666667,0.0,0.196005574,0.165302782,1.0,1.0,1,1.0,0.462583872,0.0,0.0,0.432412133,0.0,0.0,0.333333333,0.0,0.25,0.333333333,0.333333333,0.333333333,1.0,0.0,0.2,0.8,0.439252336,0.666666667,0.25,0.179125529,0.666666667,1.0,1.0,0.0,0.029250457,0.0,0.0,0.0,0.0,0,0.25,1.0,0.0,0.272727273,0.25,0.666666667,0.5,11.81303006,0,0,0
622,0.235294118,0.75,0.538659955,0.414368933,1,1.0,0.0,0.333333333,1,0.0,0.0,0.545454545,0.4,1,0.75,1.0,0.555555556,0.75,0.25,0.196721311,0.0,0,0.6,0.6,0.0,0.0,0.333333333,1.0,0.5,0.5,0.75,0.25,0.666666667,0.169383416,0.5,0.123473541,0.178355783,0.249099836,1.0,0.5,1,1.0,0.580357088,0.569444444,0.0,0.727839748,0.0,0.0,0.666666667,0.5,0.5,0.333333333,0.333333333,0.583333333,1.0,0.333333333,0.6,0.8,0.317757009,0.666666667,0.5,0.440056417,0.666666667,1.0,1.0,0.044340723,0.444241316,0.0,0.0,0.0,0.0,0,0.75,1.0,0.0,0.454545455,0.5,0.666666667,0.75,12.3883942,0,0,0
203,0.176470588,0.75,0.321096624,0.329498907,1,1.0,0.0,0.333333333,1,0.5,0.0,0.227272727,0.0,1,0.75,0.2,0.555555556,0.625,0.602941176,0.93442623,0.0,0,0.3,0.2,0.0,0.0,0.333333333,0.666666667,0.25,0.25,0.75,0.25,0.5,0.109319631,0.666666667,0.0,0.0,0.100981997,1.0,0.75,1,1.0,0.360112832,0.237713675,0.0,0.483449784,0.0,0.0,0.666666667,0.0,0.25,0.333333333,0.333333333,0.333333333,0.75,0.0,0.2,0.8,0.76635514,0.333333333,0.25,0.28067701,0.666666667,1.0,1.0,0.0,0.0,0.22826087,0.0,0.0,0.0,0,0.75,1.0,0.0,0.363636364,0.0,0.0,0.75,11.62625415,0,0,0
514,0.0,0.75,0.450888743,0.382710364,1,1.0,0.0,0.0,1,0.5,0.0,0.409090909,0.4,1,0.75,0.6,0.555555556,0.5,0.176470588,0.409836066,0.0,0,1.0,1.0,0.0,0.0,0.333333333,0.666666667,1.0,0.5,0.75,0.25,0.666666667,0.059532247,0.666666667,0.0,0.347422202,0.177414075,1.0,0.5,1,1.0,0.444120046,0.0,0.0,0.415152599,0.0,0.0,0.333333333,0.5,0.375,0.333333333,0.333333333,0.25,1.0,0.0,0.2,0.8,0.224299065,0.333333333,0.5,0.341325811,0.666666667,1.0,1.0,0.140023337,0.0,0.286231884,0.0,0.0,0.0,0,0.75,1.0,0.0,0.454545455,0.25,0.666666667,0.75,11.80559508,0,0,0
